,Gender,Age,Occupation,Zip-code,Gender_enc,Age_enc,Occupation_enc,Zip-code_enc
3404,M,25,8,95380,1,2,8,3190
3405,M,35,14,92084,1,3,14,2909
3406,F,25,7,85214,0,2,7,2647
3407,F,45,5,60050,0,4,5,2007
3408,M,25,17,14830,1,2,17,629
3409,M,25,4,48127,1,2,4,1609
3410,M,35,1,20653,1,3,1,800
3411,M,18,4,02139,1,1,4,104
3412,M,25,18,85213,1,2,18,2646
3413,F,25,17,92084,0,2,17,2909
3414,M,25,17,75146,1,2,17,2345
3415,M,35,7,80129,1,3,7,2533
3416,M,25,12,20850,1,2,12,816
3417,F,18,2,14616,0,1,2,619
3418,F,18,3,22305,0,1,3,886
3419,M,45,1,16801,1,4,1,664
3420,F,25,7,48105,0,2,7,1601
3421,M,45,7,94501,1,4,7,3085
3422,M,25,5,43221,1,2,5,1391
3423,M,25,7,84088,1,2,7,2612
3424,M,25,6,92111,1,2,6,2919
3425,M,18,20,48135,1,1,20,1612
3426,M,25,20,90046,1,2,20,2762
3427,M,25,14,78267,1,2,14,2470
3428,M,45,1,47933,1,4,1,1579
3429,F,25,7,94602,0,2,7,3116
3430,F,45,1,15208,0,4,1,644
3431,F,45,6,48867,0,4,6,1670
3432,M,25,12,27410,1,2,12,972
3433,M,18,12,55113,1,1,12,1860
3434,M,18,4,48867,1,1,4,1670
3435,M,45,1,48867,1,4,1,1670
3436,M,35,0,98503,1,3,0,3400
3437,F,25,0,37203,0,2,0,1286
3438,F,25,0,78735,0,2,0,2491
3439,M,18,17,76116,1,1,17,2377
3440,M,56,17,32822,1,6,17,1168
3441,F,25,14,94109,0,2,14,3056
3442,M,18,12,20878,1,1,12,823
3443,F,35,17,48219,0,3,17,1628
3444,M,50,14,33401,1,5,14,1212
3445,F,35,20,92009,0,3,20,2890
3446,M,25,7,30620,1,2,7,1109
3447,M,25,12,94131,1,2,12,3070
3448,F,18,3,60640,0,1,3,2087
3449,M,25,14,02142,1,2,14,107
3450,M,25,5,78251,1,2,5,2467
3451,F,25,11,94117,0,2,11,3063
3452,M,25,14,07702,1,2,14,336
3453,M,35,7,07981,1,3,7,349
3454,M,18,0,92122,1,1,0,2926
3455,F,25,0,07701,0,2,0,335
3456,M,25,17,54401,1,2,17,1809
3457,M,25,20,19083,1,2,20,716
3458,M,45,0,02131,1,4,0,99
3459,M,18,4,76266,1,1,4,2384
3460,M,1,4,10012,1,0,4,406
3461,M,35,0,95409,1,3,0,3196
3462,F,25,4,73160,0,2,4,2302
3463,M,25,15,80301,1,2,15,2552
3464,F,25,14,78251,0,2,14,2467
3465,M,25,14,45383,1,2,14,1504
3466,M,25,14,94306,1,2,14,3078
3467,M,25,14,55421,1,2,14,1915
3468,M,25,20,94546,1,2,20,3101
3469,M,45,17,02176,1,4,17,119
3470,M,35,17,49887,1,3,17,1716
3471,M,18,4,80302,1,1,4,2553
3472,M,25,6,33156,1,2,6,1195
3473,F,35,16,02472,0,3,16,145
3474,M,35,11,10538,1,3,11,440
3475,M,25,14,33133,1,2,14,1189
3476,M,50,0,44126,1,5,0,1429
3477,F,50,1,10024,0,5,1,417
3478,M,25,7,10019,1,2,7,412
3479,M,18,4,78626,1,1,4,2474
3480,M,25,0,59405,1,2,0,1985
3481,M,18,4,94122,1,1,4,3067
3482,M,50,17,08043,1,5,17,356
3483,F,45,7,30260,0,4,7,1084
3484,M,18,4,28403,1,1,4,1016
3485,M,25,0,94121,1,2,0,3066
3486,F,18,0,98225,0,1,0,3381
3487,M,18,4,60611,1,1,4,2075
3488,M,45,17,80228,1,4,17,2546
3489,M,18,4,60201,1,1,4,2040
3490,M,25,0,74136,1,2,0,2315
3491,M,25,16,28542,1,2,16,1018
3492,M,35,7,77005,1,3,7,2392
3493,M,25,17,61350,1,2,17,2102
3494,M,25,1,28607,1,2,1,1020
3495,M,18,4,94608,1,1,4,3119
3496,M,35,5,92867,1,3,5,2994
3497,F,35,2,94109,0,3,2,3056
3498,M,25,17,28052,1,2,17,1002
3499,M,25,3,77006,1,2,3,2393
3500,M,35,7,20650,1,3,7,799
3501,F,35,7,30309,0,3,7,1091
3502,F,18,7,80503,0,1,7,2560
3503,M,18,4,59715,1,1,4,1988
3504,M,18,7,02215,1,1,7,120
3505,F,25,15,55455,0,2,15,1938
3506,M,18,12,80503,1,1,12,2560
3507,M,25,0,02472,1,2,0,145
3508,M,18,4,02151,1,1,4,114
3509,M,18,4,02115,1,1,4,93
3510,F,18,4,02142,0,1,4,107
3511,M,50,0,88004,1,5,0,2701
3512,M,18,17,02140,1,1,17,105
3513,M,25,16,01890,1,2,16,68
3514,M,18,12,30318,1,1,12,1093
3515,M,35,3,55042,1,3,3,1837
3516,M,18,4,42101,1,1,4,1367
3517,M,18,12,53713,1,1,12,1795
3518,F,18,7,11215,0,1,7,473
3519,F,25,14,11215,0,2,14,473
3520,M,25,0,40515,1,2,0,1355
3521,M,25,0,53213,1,2,0,1772
3522,M,18,0,97469,1,1,0,3317
3523,M,35,7,53404,1,3,7,1780
3524,F,25,0,83355,0,2,0,2593
3525,F,18,4,02142,0,1,4,107
3526,M,35,2,62263-3004,1,3,2,2125
3527,M,25,0,53213,1,2,0,1772
3528,M,35,5,41144,1,3,5,1363
3529,F,45,1,97361,0,4,1,3307
3530,M,25,0,77058,1,2,0,2410
3531,F,25,11,55409,0,2,11,1904
3532,F,35,14,10028,0,3,14,420
3533,M,25,2,55344,1,2,2,1887
3534,M,35,17,68506,1,3,17,2239
3535,M,45,18,77630,1,4,18,2442
3536,M,18,4,57103,1,1,4,1968
3537,M,1,10,97402,1,0,10,3313
3538,M,35,0,40504,1,3,0,1352
3539,F,25,4,77006,0,2,4,2393
3540,M,18,17,57106,1,1,17,1969
3541,M,25,3,02494,1,2,3,150
3542,M,25,15,14803,1,2,15,628
3543,M,25,17,60659,1,2,17,2093
3544,F,25,4,92507,0,2,4,2948
3545,M,35,12,92507,1,3,12,2948
3546,M,25,20,41706,1,2,20,1364
3547,M,35,16,94108,1,3,16,3055
3548,M,45,7,92965,1,4,7,2999
3549,F,35,7,60137,0,3,7,2027
3550,M,25,5,55447,1,2,5,1934
3551,F,56,0,98374,0,6,0,3389
3552,F,35,2,02879,0,3,2,174
3553,M,35,16,61600,1,3,16,2105
3554,M,25,15,15203,1,2,15,641
3555,M,56,7,55430,1,6,7,1922
3556,M,25,17,03038,1,2,17,182
3557,M,18,5,48185,1,1,5,1620
3558,M,18,17,66044,1,1,17,2202
3559,M,18,4,11364,1,1,4,485
3560,F,25,6,74105,0,2,6,2311
3561,M,35,14,63304,1,3,14,2163
3562,F,25,6,32812,0,2,6,1167
3563,M,25,2,33133,1,2,2,1189
3564,M,25,11,02169,1,2,11,117
3565,M,25,18,53572,1,2,18,1787
3566,M,45,0,53818,1,4,0,1803
3567,M,25,14,54915,1,2,14,1825
3568,M,25,0,98503,1,2,0,3400
3569,F,18,2,48823,0,1,2,1665
3570,M,35,12,19050,1,3,12,711
3571,M,18,4,10044,1,1,4,426
3572,M,35,11,04287,1,3,11,236
3573,M,1,10,48867,1,0,10,1670
3574,F,35,6,33314,0,3,6,1207
3575,M,25,18,54915,1,2,18,1825
3576,M,50,7,68046,1,5,7,2228
3577,F,56,0,00231,0,6,0,0
3578,M,50,3,96714,1,5,3,3245
3579,M,18,0,32219,1,1,0,1137
3580,F,18,3,32219,0,1,3,1137
3581,M,18,1,57382,1,1,1,1971
3582,F,35,0,52405,0,3,0,1750
3583,F,25,9,41075,0,2,9,1361
3584,M,18,0,76543,1,1,0,2388
3585,M,35,20,60640,1,3,20,2087
3586,M,35,20,60640,1,3,20,2087
3587,M,35,3,93611,1,3,3,3020
3588,M,25,2,90068,1,2,2,2768
3589,F,45,0,80010,0,4,0,2520
3590,F,18,15,02115,0,1,15,93
3591,M,35,6,96158,1,3,6,3240
3592,F,56,2,99701,0,6,2,3433
3593,F,25,9,53719,0,2,9,1801
3594,M,1,0,02322,1,0,0,122
3595,M,25,0,85024,1,2,0,2635
3596,F,35,4,19104,0,3,4,721
3597,M,25,17,55446,1,2,17,1933
3598,M,56,1,90210,1,6,1,2771
3599,M,25,16,97378,1,2,16,3311
3600,M,35,20,94506,1,3,20,3086
3601,F,35,3,95405,0,3,3,3194
3602,M,25,12,55443,1,2,12,1932
3603,F,35,7,78704,0,3,7,2483
3604,F,1,10,02879,0,0,10,174
3605,M,18,12,60640,1,1,12,2087
3606,F,25,15,02445,0,2,15,133
3607,M,35,17,32506,1,3,17,1149
3608,F,35,9,02879,0,3,9,174
3609,F,25,17,48239,0,2,17,1632
3610,M,18,6,30064,1,1,6,1066
3611,M,25,2,84321,1,2,2,2628
3612,M,25,14,29609,1,2,14,1042
3613,M,25,0,37205,1,2,0,1287
3614,M,25,0,45458,1,2,0,1511
3615,M,25,17,76028,1,2,17,2370
3616,M,45,0,33759,1,4,0,1230
3617,M,35,7,49034,1,3,7,1679
3618,M,56,17,22657,1,6,17,898
3619,M,50,16,97116,1,5,16,3275
3620,M,25,7,94117,1,2,7,3063
3621,M,18,4,33023,1,1,4,1181
3622,M,18,1,02446,1,1,1,134
3623,M,35,11,43209,1,3,11,1385
3624,M,25,12,60068,1,2,12,2012
3625,M,18,10,48439,1,1,10,1656
3626,M,25,17,75075,1,2,17,2338
3627,F,35,1,85287,0,3,1,2662
3628,M,25,7,78731,1,2,7,2489
3629,F,50,7,10022,0,5,7,415
3630,M,18,4,77005,1,1,4,2392
3631,M,18,4,77005,1,1,4,2392
3632,M,50,11,33881,1,5,11,1235
3633,M,35,18,60441,1,3,18,2048
3634,M,50,1,88001,1,5,1,2700
3635,M,50,1,60062,1,5,1,2011
3636,M,25,0,06708,1,2,0,292
3637,M,25,6,94127,1,2,6,3069
3638,M,25,2,90038,1,2,2,2758
3639,M,18,4,78250,1,1,4,2466
3640,M,35,7,02370,1,3,7,129
3641,M,25,0,92008,1,2,0,2889
3642,F,25,7,98188,0,2,7,3377
3643,M,25,17,22302,1,2,17,884
3644,F,25,11,53711,0,2,11,1794
3645,M,35,17,97232,1,3,17,3296
3646,M,35,20,98106,1,3,20,3354
3647,M,25,7,80202,1,2,7,2534
3648,M,18,4,85210,1,1,4,2645
3649,F,25,0,94115,0,2,0,3061
3650,M,25,0,60611,1,2,0,2075
3651,M,25,14,98103,1,2,14,3352
3652,M,25,12,94608,1,2,12,3119
3653,M,18,15,96661,1,1,15,3242
3654,M,25,17,94901,1,2,17,3137
3655,F,25,7,94121,0,2,7,3066
3656,F,45,5,34610,0,4,5,1248
3657,M,18,17,95121,1,1,17,3170
3658,F,25,7,07090,0,2,7,315
3659,M,18,4,29649,1,1,4,1047
3660,M,35,7,15137,1,3,7,638
3661,M,35,12,08852,1,3,12,385
3662,M,35,16,08753,1,3,16,375
3663,F,35,9,17055,0,3,9,673
3664,F,35,1,94043,0,3,1,3040
3665,M,25,0,95903,1,2,0,3234
3666,M,45,0,68144,1,4,0,2233
3667,F,1,10,10706,0,0,10,449
3668,F,45,7,33324,0,4,7,1210
3669,M,25,14,60148,1,2,14,2029
3670,M,45,14,55123,1,4,14,1869
3671,M,25,4,98102,1,2,4,3351
3672,M,35,5,08406,1,3,5,366
3673,M,25,2,10003,1,2,2,400
3674,M,25,20,29205,1,2,20,1032
3675,M,35,7,06680,1,3,7,291
3676,F,35,12,48109,0,3,12,1604
3677,F,25,12,06906,0,2,12,302
3678,M,25,0,06880,1,2,0,300
3679,M,25,4,68108,1,2,4,2229
3680,F,25,1,94939,0,2,1,3143
3681,M,25,7,29662,1,2,7,1048
3682,F,50,1,10706,0,5,1,449
3683,M,25,2,30606,1,2,2,1108
3684,M,25,17,83713,1,2,17,2601
3685,M,25,5,55100,1,2,5,1846
3686,M,25,7,48070,1,2,7,1589
3687,F,50,1,62221,0,5,1,2122
3688,M,18,6,21202,1,1,6,847
3689,M,25,0,80906,1,2,0,2572
3690,M,18,0,63116,1,1,0,2144
3691,M,25,7,21030,1,2,7,836
3692,M,35,17,89147,1,3,17,2725
3693,M,25,15,94062,1,2,15,3043
3694,M,25,12,28227,1,2,12,1011
3695,M,25,2,98502,1,2,2,3399
3696,M,35,7,19149,1,3,7,737
3697,M,25,15,68516,1,2,15,2241
3698,M,25,7,53202,1,2,7,1769
3699,F,56,3,30127,0,6,3,1079
3700,M,25,14,10021,1,2,14,414
3701,M,35,1,92614,1,3,1,2956
3702,M,35,15,53095,1,3,15,1760
3703,M,18,12,97402,1,1,12,3313
3704,F,35,0,04255,0,3,0,233
3705,M,45,7,30076,1,4,7,1071
3706,M,25,12,46725,1,2,12,1552
3707,F,18,0,34744,0,1,0,1254
3708,M,56,7,30097,1,6,7,1074
3709,M,25,12,89502,1,2,12,2733
3710,M,1,10,02818,1,0,10,168
3711,M,35,0,32506,1,3,0,1149
3712,M,25,17,60042,1,2,17,2001
3713,F,25,7,22201,0,2,7,877
3714,M,25,17,92111,1,2,17,2919
3715,M,18,5,55428,1,1,5,1920
3716,M,18,12,36115,1,1,12,1273
3717,M,35,17,94533,1,3,17,3097
3718,M,50,17,07728,1,5,17,340
3719,M,25,1,39759,1,2,1,1342
3720,M,45,7,43065,1,4,7,1379
3721,M,25,15,94065,1,2,15,3045
3722,M,25,18,80538,1,2,18,2566
3723,M,25,14,53048,1,2,14,1756
3724,M,35,6,77083,1,3,6,2415
3725,M,18,4,32608,1,1,4,1155
3726,M,25,17,92882,1,2,17,2997
3727,M,35,7,74401,1,3,7,2318
3728,M,18,4,07030,1,1,4,307
3729,M,18,4,20037,1,1,4,782
3730,M,25,1,48911,1,2,1,1672
3731,M,25,17,67443,1,2,17,2226
3732,M,25,17,60153,1,2,17,2030
3733,M,18,4,02777,1,1,4,164
3734,M,18,4,77840,1,1,4,2448
3735,M,25,0,10009,1,2,0,403
3736,M,35,1,44242,1,3,1,1438
3737,M,25,14,37127,1,2,14,1283
3738,M,45,7,01904-1355,1,4,7,69
3739,M,56,11,48070,1,6,11,1589
3740,M,18,5,55116,1,1,5,1862
3741,M,25,0,96818,1,2,0,3257
3742,M,25,0,90266,1,2,0,2783
3743,F,35,7,89128,0,3,7,2720
3744,M,25,0,60645,1,2,0,2089
3745,F,25,9,49442,0,2,9,1694
3746,M,25,5,54703,1,2,5,1816
3747,M,45,13,89109,1,4,13,2713
3748,M,18,4,02026,1,1,4,79
3749,F,25,0,60664,0,2,0,2095
3750,F,18,4,94116,0,1,4,3062
3751,F,35,12,55555,0,3,12,1940
3752,F,18,1,86314,0,1,1,2683
3753,M,25,7,42518,1,2,7,1373
3754,M,56,7,94612,1,6,7,3123
3755,F,50,14,08810,0,5,14,377
3756,M,18,12,53188,1,1,12,1767
3757,M,25,7,92612,1,2,7,2954
3758,F,35,5,02021,0,3,5,78
3759,M,35,6,54751,1,3,6,1819
3760,M,50,0,55128,1,5,0,1874
3761,M,25,17,27613,1,2,17,988
3762,M,50,6,11746,1,5,6,504
3763,M,25,2,98502,1,2,2,3399
3764,M,25,1,06111,1,2,1,267
3765,F,50,3,34744,0,5,3,1254
3766,F,18,1,45458,0,1,1,1511
3767,M,25,0,94305,1,2,0,3077
3768,M,25,4,86314,1,2,4,2683
3769,M,25,15,02446,1,2,15,134
3770,F,35,3,50322,0,3,3,1733
3771,M,25,1,14982,1,2,1,635
3772,M,35,17,06074,1,3,17,261
3773,M,35,6,50265,1,3,6,1724
3774,M,25,0,52556,1,2,0,1751
3775,M,35,12,14619,1,3,12,621
3776,F,25,4,50265,0,2,4,1724
3777,M,18,4,23112,1,1,4,913
3778,M,25,0,61832,1,2,0,2114
3779,F,45,2,98383,0,4,2,3391
3780,M,1,0,46979,1,0,0,1568
3781,F,56,11,54401,0,6,11,1809
3782,F,25,0,94602,0,2,0,3116
3783,M,25,7,97267,1,2,7,3299
3784,F,25,1,98027,0,2,1,3332
3785,F,25,20,93401,0,2,20,3010
3786,F,25,0,94115,0,2,0,3061
3787,F,25,0,94703,0,2,0,3127
3788,F,18,0,94587,0,1,0,3113
3789,F,25,0,94110,0,2,0,3057
3790,F,25,17,94618,0,2,17,3125
3791,M,50,18,60516,1,5,18,2060
3792,M,25,6,68108,1,2,6,2229
3793,M,18,4,21093,1,1,4,842
3794,F,18,4,53211,0,1,4,1771
3795,F,18,4,91405,0,1,4,2855
3796,M,45,14,02021,1,4,14,78
3797,M,25,7,02420,1,2,7,130
3798,M,25,7,48326,1,2,7,1646
3799,M,18,0,17844,1,1,0,683
3800,M,18,1,45458,1,1,1,1511
3801,M,18,12,36115,1,1,12,1273
3802,M,18,0,94520,1,1,0,3091
3803,F,35,9,19006,0,3,9,703
3804,M,25,6,06511,1,2,6,285
3805,F,35,1,89031,0,3,1,2708
3806,M,18,4,55104,1,1,4,1851
3807,F,35,19,32095,0,3,19,1130
3808,M,25,7,60010,1,2,7,1993
3809,M,35,6,20650,1,3,6,799
3810,M,50,7,20016,1,5,7,780
3811,M,25,15,98103,1,2,15,3352
3812,M,35,17,78749,1,3,17,2496
3813,M,35,7,80910,1,3,7,2574
3814,M,25,15,98102,1,2,15,3351
3815,M,25,17,53406,1,2,17,1782
3816,F,25,3,90020,0,2,3,2745
3817,M,35,3,20122,1,3,3,789
3818,M,45,17,32837,1,4,17,1172
3819,M,25,12,36115,1,2,12,1273
3820,M,25,17,90804,1,2,17,2815
3821,M,25,20,44313,1,2,20,1452
3822,M,45,20,98027,1,4,20,3332
3823,M,56,7,93711,1,6,7,3023
3824,M,25,17,32308,1,2,17,1144
3825,M,18,1,06279,1,1,1,272
3826,M,25,1,48105,1,2,1,1601
3827,M,50,2,87020,1,5,2,2686
3828,M,25,20,92101,1,2,20,2911
3829,F,25,1,22307,0,2,1,888
3830,M,18,4,60630,1,1,4,2085
3831,F,18,6,84780,0,1,6,2630
3832,F,25,7,43214,0,2,7,1389
3833,M,25,1,68516,1,2,1,2241
3834,M,18,2,02322,1,1,2,122
3835,M,25,7,40515,1,2,7,1355
3836,F,50,8,84770,0,5,8,2629
3837,M,25,17,28804,1,2,17,1025
3838,F,25,14,10033,0,2,14,421
3839,M,50,14,02651,1,5,14,158
3840,F,25,0,02176,0,2,0,119
3841,M,45,18,26101,1,4,18,954
3842,F,35,16,92054,0,3,16,2901
3843,F,1,10,32043,0,0,10,1127
3844,M,18,4,73071,1,1,4,2297
3845,M,25,12,94065,1,2,12,3045
3846,M,35,0,33884,1,3,0,1236
3847,M,25,7,12801,1,2,7,550
3848,M,25,15,70809-2612,1,2,15,2265
3849,M,35,0,14086,1,3,0,600
3850,M,18,3,92278,1,1,3,2936
3851,M,25,12,60657,1,2,12,2092
3852,M,50,16,60302,1,5,16,2042
3853,M,25,14,92614,1,2,14,2956
3854,M,25,14,30340,1,2,14,1099
3855,M,25,17,20886,1,2,17,826
3856,F,35,20,93449,0,3,20,3015
3857,M,18,14,08822,1,1,14,381
3858,F,45,9,63119,0,4,9,2146
3859,M,25,0,89145,1,2,0,2723
3860,M,45,17,44129,1,4,17,1430
3861,M,18,4,12604,1,1,4,547
3862,M,25,17,10025,1,2,17,418
3863,M,25,0,94558,1,2,0,3104
3864,M,50,20,29630,1,5,20,1044
3865,F,1,10,95864,0,0,10,3233
3866,M,45,14,63130,1,4,14,2154
3867,M,35,3,45215,1,3,3,1483
3868,M,18,12,73112,1,1,12,2298
3869,M,18,17,63544,1,1,17,2167
3870,M,25,17,95050,1,2,17,3162
3871,M,18,4,64468,1,1,4,2185
3872,M,25,1,14613,1,2,1,618
3873,F,45,2,94558,0,4,2,3104
3874,M,25,7,92103,1,2,7,2912
3875,M,25,0,66605,1,2,0,2215
3876,M,25,0,11235,1,2,0,480
3877,M,45,1,33705,1,4,1,1227
3878,M,35,16,22124,1,3,16,874
3879,M,25,3,83687,1,2,3,2596
3880,M,25,7,54942,1,2,7,1826
3881,M,18,2,44515,1,1,2,1464
3882,M,56,14,55337,1,6,14,1884
3883,M,50,16,78411,1,5,16,2471
3884,M,18,4,78759,1,1,4,2500
3885,M,25,12,92728,1,2,12,2981
3886,M,35,7,95008,1,3,7,3153
3887,M,18,4,80513,1,1,4,2561
3888,M,45,17,02067,1,4,17,85
3889,M,45,6,66203,1,4,6,2206
3890,M,18,4,33143,1,1,4,1193
3891,F,56,16,90039,0,6,16,2759
3892,M,25,20,91505,1,2,20,2862
3893,M,25,6,79401,1,2,6,2507
3894,M,35,16,02139,1,3,16,104
3895,F,35,0,20723,0,3,0,806
3896,M,35,0,60914,1,3,0,2097
3897,M,56,17,92069,1,6,17,2906
3898,M,45,11,01772,1,4,11,54
3899,M,25,17,02135,1,2,17,101
3900,F,25,14,55343,0,2,14,1886
3901,M,18,14,85282,1,1,14,2659
3902,M,25,5,46239,1,2,5,1537
3903,M,25,0,02542,1,2,0,152
3904,M,1,10,48445,1,0,10,1657
3905,M,25,17,361069,1,2,17,1271
3906,M,50,17,54409,1,5,17,1810
3907,F,18,14,22201,0,1,14,877
3908,M,25,0,10021,1,2,0,414
3909,M,18,17,19104,1,1,17,721
3910,M,25,20,91505,1,2,20,2862
3911,M,18,0,92037,1,1,0,2900
3912,M,25,4,19104,1,2,4,721
3913,M,18,17,40207,1,1,17,1347
3914,M,35,4,84123,1,3,4,2626
3915,F,35,3,71111,0,3,3,2268
3916,M,25,4,02134,1,2,4,100
3917,F,35,9,60618,0,3,9,2080
3918,M,25,18,30189,1,2,18,1082
3919,M,45,0,73702,1,4,0,2305
3920,M,35,17,63126,1,3,17,2151
3921,M,25,14,95820,1,2,14,3223
3922,M,18,4,53211,1,1,4,1771
3923,M,35,2,92115,1,3,2,2920
3924,M,50,12,90254,1,5,12,2781
3925,M,25,12,77042,1,2,12,2405
3926,M,25,2,94404,1,2,2,3083
3927,F,25,16,67846,0,2,16,2227
3928,M,25,0,55812,1,2,0,1945
3929,M,25,5,80227,1,2,5,2545
3930,M,56,3,52240,1,6,3,1746
3931,M,25,5,92117,1,2,5,2922
3932,M,25,7,49221,1,2,7,1681
3933,F,35,6,48073,0,3,6,1591
3934,M,25,0,44512,1,2,0,1462
3935,M,35,18,72118,1,3,18,2275
3936,F,35,12,01464,0,3,12,25
3937,M,56,2,92020,1,6,2,2894
3938,M,25,2,92711-0571,1,2,2,2980
3939,M,45,7,91405,1,4,7,2855
3940,M,35,20,32708,1,3,20,1159
3941,M,45,17,40031,1,4,17,1344
3942,M,18,4,49855,1,1,4,1715
3943,F,35,7,98074,0,3,7,3348
3944,F,35,16,80401,0,3,16,2556
3945,F,45,1,96778,0,4,1,3249
3946,F,25,12,22207,0,2,12,882
3947,M,25,0,90019,1,2,0,2744
3948,F,45,12,61554,0,4,12,2104
3949,M,45,0,44266,1,4,0,1442
3950,M,25,4,60056,1,2,4,2008
3951,F,18,4,60014,0,1,4,1995
3952,F,45,1,12449,0,4,1,539
3953,M,25,12,55117,1,2,12,1863
3954,M,18,4,32601,1,1,4,1151
3955,M,35,0,12831,1,3,0,551
3956,M,25,0,94930-2010,1,2,0,3141
3957,M,35,11,40242,1,3,11,1350
3958,M,45,7,46112,1,4,7,1526
3959,F,45,1,03768,0,4,1,203
3960,F,35,14,55014,0,3,14,1831
3961,M,25,1,45230,1,2,1,1487
3962,F,56,0,98115,0,6,0,3360
3963,M,50,20,30030,1,5,20,1060
3964,M,56,16,66502,1,6,16,2214
3965,M,18,11,65202,1,1,11,2190
3966,M,25,0,30096,1,2,0,1073
3967,F,18,2,13603,0,1,2,592
3968,M,25,2,02903,1,2,2,178
3969,M,56,7,12345,1,6,7,537
3970,F,25,2,02903,0,2,2,178
3971,F,18,4,80228,0,1,4,2546
3972,F,25,6,23229,0,2,6,921
3973,M,25,7,60614,1,2,7,2078
3974,M,35,0,30741,1,3,0,1114
3975,F,25,5,43229,0,2,5,1394
3976,F,25,0,44107,0,2,0,1424
3977,M,35,14,22180,1,3,14,875
3978,M,35,13,78252,1,3,13,2468
3979,F,50,9,59072,0,5,9,1983
3980,M,25,4,66762,1,2,4,2217
3981,F,45,0,97701,0,4,0,3321
3982,M,56,13,95929,1,6,13,3236
3983,M,25,0,30606,1,2,0,1108
3984,M,25,7,75089,1,2,7,2342
3985,M,45,16,01880,1,4,16,66
3986,M,25,7,33324,1,2,7,1210
3987,F,18,4,01742,0,1,4,48
3988,F,25,14,60647,0,2,14,2090
3989,M,50,12,30030,1,5,12,1060
3990,M,25,16,17350,1,2,16,676
3991,M,25,7,33309,1,2,7,1205
3992,M,25,4,32653,1,2,4,1157
3993,M,25,0,22015,1,2,0,861
3994,M,50,7,43081,1,5,7,1380
3995,M,35,17,22810,1,3,17,901
3996,M,18,14,32825,1,1,14,1169
3997,M,35,17,45255,1,3,17,1501
3998,M,45,0,74354,1,4,0,2317
3999,M,35,17,30701,1,3,17,1112
4000,M,35,7,08876,1,3,7,389
4001,F,25,1,01860,0,2,1,63
4002,M,45,16,20880,1,4,16,825
4003,M,56,13,46143,1,6,13,1529
4004,M,50,0,21050,1,5,0,841
4005,M,35,7,12110,1,3,7,521
4006,M,1,7,48038,1,0,7,1584
4007,M,35,12,88005,1,3,12,2702
4008,M,18,1,92802,1,1,1,2984
4009,M,18,7,44039,1,1,7,1415
4010,M,25,14,94533,1,2,14,3097
4011,M,25,17,85210,1,2,17,2645
4012,M,18,4,49503-1313,1,1,4,1700
4013,M,25,1,77803,1,2,1,2447
4014,M,25,0,48316-5601,1,2,0,1642
4015,F,45,3,75605,0,4,3,2362
4016,M,50,0,33901,1,5,0,1237
4017,M,25,14,17972,1,2,14,686
4018,F,45,20,75214,0,4,20,2352
4019,M,35,17,54601,1,3,17,1813
4020,M,25,6,77034,1,2,6,2403
4021,M,50,20,95236,1,5,20,3183
4022,M,35,14,53403,1,3,14,1779
4023,F,35,9,32404,0,3,9,1146
4024,M,25,5,45011,1,2,5,1474
4025,F,56,6,77018,0,6,6,2397
4026,M,25,7,68164,1,2,7,2236
4027,F,25,7,12533,0,2,7,540
4028,M,25,4,02140,1,2,4,105
4029,F,56,3,21114,0,6,3,844
4030,M,35,7,89128,1,3,7,2720
4031,M,25,0,42445,1,2,0,1371
4032,M,25,12,56301,1,2,12,1960
4033,M,25,6,43551,1,2,6,1404
4034,M,25,0,21113,1,2,0,843
4035,M,18,4,45251,1,1,4,1500
4036,M,25,1,46530,1,2,1,1548
4037,M,50,16,80206,1,5,16,2537
4038,M,50,6,11510-2001,1,5,6,494
4039,M,25,16,97401,1,2,16,3312
4040,M,25,20,75006,1,2,20,2324
4041,M,18,3,48005,1,1,3,1580
4042,M,35,15,94002,1,3,15,3030
4043,F,25,15,94002,0,2,15,3030
4044,F,35,3,95826,0,3,3,3228
4045,M,56,13,40511,1,6,13,1354
4046,M,45,17,53545,1,4,17,1785
4047,M,18,4,30606,1,1,4,1108
4048,F,35,1,89431,0,3,1,2730
4049,M,45,11,33133,1,4,11,1189
4050,M,35,6,60061,1,3,6,2010
4051,M,18,14,01604,1,1,14,38
4052,M,25,2,43551,1,2,2,1404
4053,M,25,18,36264,1,2,18,1274
4054,M,35,3,68122,1,3,3,2230
4055,M,50,0,98826,1,5,0,3416
4056,M,1,10,28270,1,0,10,1013
4057,M,35,6,18249,1,3,6,693
4058,M,25,6,73118,1,2,6,2299
4059,M,25,14,80232,1,2,14,2549
4060,M,25,18,55412,1,2,18,1907
4061,M,50,6,32726,1,5,6,1162
4062,M,25,7,60559,1,2,7,2067
4063,F,35,1,29070,0,3,1,1028
4064,M,45,0,20851,1,4,0,817
4065,F,45,5,48341,0,4,5,1649
4066,M,25,0,19010,1,2,0,705
4067,M,45,20,91607,1,4,20,2866
4068,M,56,3,89185,1,6,3,2728
4069,M,35,15,19406,1,3,15,752
4070,M,25,15,93107,1,2,15,3005
4071,M,25,17,33823,1,2,17,1234
4072,M,50,6,93111,1,5,6,3007
4073,M,25,6,70003,1,2,6,2244
