,Title,Genres,Title_enc,Genres_enc
1444,Guantanamera (1994),Comedy,1485,176
1445,McHale's Navy (1997),Comedy|War,2225,214
1446,Kolya (1996),Comedy,1933,176
1447,Gridlock'd (1997),Crime,1477,216
1448,Fire on the Mountain (1996),Documentary,1207,235
1449,Waiting for Guffman (1996),Comedy,3715,176
1450,Prisoner of the Mountains (Kavkazsky Plennik) (1996),War,2788,299
1453,"Beautician and the Beast, The (1997)",Comedy|Romance,326,207
1454,SubUrbia (1997),Comedy,3358,176
1455,Hotel de Love (1996),Comedy|Romance,1652,207
1456,"Pest, The (1997)",Comedy,2676,176
1457,Fools Rush In (1997),Comedy|Romance,1253,207
1458,Touch (1997),Romance,3565,290
1459,Absolute Power (1997),Mystery|Thriller,42,289
1460,That Darn Cat! (1997),Children's|Comedy|Mystery,3460,164
1461,Vegas Vacation (1997),Comedy,3685,176
1462,Unforgotten: Twenty-Five Years After Willowbrook (1996),Documentary,3661,235
1463,That Old Feeling (1997),Comedy|Romance,3461,207
1464,Lost Highway (1997),Mystery,2081,285
1465,Rosewood (1997),Drama,2980,239
1466,Donnie Brasco (1997),Crime|Drama,994,217
1467,Salut cousin! (1996),Comedy|Drama,3021,185
1468,Booty Call (1997),Comedy|Romance,494,207
1470,Rhyme & Reason (1997),Documentary,2923,235
1471,Boys Life 2 (1997),Drama,511,239
1472,City of Industry (1997),Crime|Thriller,716,234
1473,Best Men (1997),Action|Comedy|Crime|Drama,364,45
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy,1863,160
1475,Kama Sutra: A Tale of Love (1996),Romance,1875,290
1476,Private Parts (1997),Comedy|Drama,2790,185
1477,Love Jones (1997),Romance,2096,290
1479,"Saint, The (1997)",Action|Romance|Thriller,3018,84
1480,Smilla's Sense of Snow (1997),Action|Drama|Thriller,3192,71
1482,"Van, The (1996)",Comedy|Drama,3682,185
1483,Crash (1996),Drama|Thriller,809,260
1484,"Daytrippers, The (1996)",Mystery,895,285
1485,Liar Liar (1997),Comedy,2006,176
1486,"Quiet Room, The (1996)",Drama,2838,239
1487,Selena (1997),Drama|Musical,3070,246
1488,"Devil's Own, The (1997)",Action|Drama|Thriller|War,957,72
1489,Cats Don't Dance (1997),Animation|Children's|Musical,641,152
1490,B*A*P*S (1997),Comedy,248,176
1493,Love and Other Catastrophes (1996),Romance,2104,290
1494,"Sixth Man, The (1997)",Comedy,3158,176
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's,3611,5
1496,Anna Karenina (1997),Drama|Romance,182,252
1497,Double Team (1997),Action,1002,0
1498,Inventing the Abbotts (1997),Drama|Romance,1780,252
1499,Anaconda (1997),Action|Adventure|Thriller,158,37
1500,Grosse Pointe Blank (1997),Comedy|Crime,1481,177
1501,Keys to Tulsa (1997),Crime,1887,216
1502,Kissed (1996),Romance,1927,290
1503,8 Heads in a Duffel Bag (1997),Comedy,32,176
1504,Hollow Reed (1996),Drama,1620,239
1507,Paradise Road (1997),Drama|War,2632,262
1508,Traveller (1997),Drama,3583,239
1509,All Over Me (1997),Drama,109,239
1510,"Brother's Kiss, A (1997)",Drama,564,239
1511,A Chef in Love (1996),Comedy,35,176
1513,Romy and Michele's High School Reunion (1997),Comedy,2970,176
1514,Temptress Moon (Feng Yue) (1996),Romance,3444,290
1515,Volcano (1997),Drama|Thriller,3708,260
1516,Children of the Revolution (1996),Comedy,688,176
1517,Austin Powers: International Man of Mystery (1997),Comedy,236,176
1518,Breakdown (1997),Action|Thriller,528,92
1519,Broken English (1996),Drama,557,239
1520,Commandments (1997),Romance,761,290
1522,Ripe (1996),Drama,2933,239
1523,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance,3609,61
1524,"Turning, The (1992)",Drama,3614,239
1525,Warriors of Virtue (1997),Action|Adventure|Children's|Fantasy,3734,7
1526,Fathers' Day (1997),Comedy,1178,176
1527,"Fifth Element, The (1997)",Action|Sci-Fi,1198,86
1528,Intimate Relations (1996),Comedy,1778,176
1529,Nowhere (1997),Drama,2527,239
1531,Losing Chase (1996),Drama,2077,239
1532,Sprung (1997),Comedy,3276,176
1533,"Promise, The (La Promesse) (1996)",Drama,2802,239
1534,"Bonheur, Le (1965)",Drama,488,239
1535,Love! Valour! Compassion! (1997),Drama|Romance,2108,252
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy,3106,176
1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children's,3061,106
1539,Twin Town (1997),Comedy|Crime,3624,177
1541,Addicted to Love (1997),Comedy|Romance,53,207
1542,Brassed Off (1996),Comedy|Drama|Romance,524,187
1543,"Designated Mourner, The (1997)",Drama,941,239
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,2085,34
1545,Ponette (1996),Drama,2747,239
1546,Schizopolis (1996),Comedy,3043,176
1547,Shiloh (1997),Children's|Drama,3121,167
1548,"War at Home, The (1996)",Drama,3731,239
1549,Rough Magic (1995),Drama|Romance,2982,252
1550,Trial and Error (1997),Comedy|Romance,3587,207
1551,Buddy (1997),Adventure|Children's|Drama,571,112
1552,Con Air (1997),Action|Adventure|Thriller,767,37
1553,Late Bloomers (1996),Comedy,1978,176
1554,"Pillow Book, The (1995)",Drama|Romance,2704,252
1555,"To Have, or Not (1995)",Drama,3542,239
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,3264,84
1557,Squeeze (1996),Drama,3280,239
1558,Sudden Manhattan (1996),Comedy,3363,176
1559,"Next Step, The (1995)",Drama,2468,239
1561,Wedding Bell Blues (1996),Comedy,3746,176
1562,Batman & Robin (1997),Action|Adventure|Crime,307,16
1563,Dream With the Fishes (1997),Drama,1017,239
1564,Roseanna's Grave (For Roseanna) (1997),Comedy|Romance,2976,207
1565,Head Above Water (1996),Comedy|Thriller,1553,213
1566,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,1592,99
1567,"Last Time I Committed Suicide, The (1997)",Drama,1973,239
1568,MURDER and murder (1996),Crime|Drama|Mystery,2124,220
1569,My Best Friend's Wedding (1997),Comedy|Romance,2390,207
1570,Tetsuo II: Body Hammer (1992),Sci-Fi,3455,294
1571,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance,3775,207
1572,Contempt (Le Mépris) (1963),Drama,781,239
1573,Face/Off (1997),Action|Sci-Fi|Thriller,1138,87
1574,Fall (1997),Romance,1145,290
1575,Gabbeh (1996),Drama,1337,239
1577,Mondo (1996),Drama,2316,239
1578,"Innocent Sleep, The (1995)",Crime,1767,216
1579,For Ever Mozart (1996),Drama,1256,239
1580,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,2245,14
1581,Out to Sea (1997),Comedy,2604,176
1582,Wild America (1997),Adventure|Children's,3800,106
1583,"Simple Wish, A (1997)",Children's|Fantasy,3142,170
1584,Contact (1997),Drama|Sci-Fi,780,258
1585,Love Serenade (1996),Comedy,2098,176
1586,G.I. Jane (1997),Action|Drama|War,1336,73
1587,Conan the Barbarian (1982),Action|Adventure,768,1
1588,George of the Jungle (1997),Children's|Comedy,1358,160
1589,Cop Land (1997),Crime|Drama|Mystery,792,220
1590,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,1107,80
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,3257,34
1592,Air Bud (1997),Children's|Comedy,78,160
1593,Picture Perfect (1997),Comedy|Romance,2702,207
1594,In the Company of Men (1997),Drama,1745,239
1595,Free Willy 3: The Rescue (1997),Adventure|Children's|Drama,1290,112
1596,Career Girls (1997),Drama,614,239
1597,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,779,79
1598,Desperate Measures (1998),Crime|Drama|Thriller,943,225
1599,Steel (1997),Action,3321,0
1600,She's So Lovely (1997),Drama|Romance,3117,252
1601,Hoodlum (1997),Crime|Drama|Film-Noir,1638,218
1602,Leave It to Beaver (1997),Comedy,1990,176
1603,Mimic (1997),Sci-Fi|Thriller,2285,295
1604,Money Talks (1997),Action|Comedy,2318,43
1605,Excess Baggage (1997),Adventure|Romance,1117,136
1606,Kull the Conqueror (1997),Action|Adventure,1939,1
1608,Air Force One (1997),Action|Thriller,80,92
1609,187 (1997),Drama,11,239
1610,"Hunt for Red October, The (1990)",Action|Thriller,1685,92
1611,My Own Private Idaho (1991),Drama,2415,239
1612,"Kiss Me, Guido (1997)",Comedy,1924,176
1613,Star Maps (1997),Drama,3294,239
1614,In & Out (1997),Comedy,1735,176
1615,"Edge, The (1997)",Adventure|Thriller,1063,140
1616,"Peacemaker, The (1997)",Action|Thriller|War,2656,93
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,1942,228
1619,Seven Years in Tibet (1997),Drama|War,3083,262
1620,Kiss the Girls (1997),Crime|Drama|Thriller,1926,225
1621,Soul Food (1997),Drama,3241,239
1622,Kicked in the Head (1997),Comedy|Drama,1888,185
1623,Wishmaster (1997),Horror,3824,274
1624,"Thousand Acres, A (1997)",Drama,3495,239
1625,"Game, The (1997)",Mystery|Thriller,1340,289
1626,Fire Down Below (1997),Action|Drama|Thriller,1205,71
1627,U Turn (1997),Action|Crime|Mystery,3640,59
1628,"Locusts, The (1997)",Drama,2059,239
1629,"MatchMaker, The (1997)",Comedy|Romance,2211,207
1630,"Lay of the Land, The (1997)",Comedy|Drama,1985,185
1631,"Assignment, The (1997)",Thriller,225,298
1632,"Smile Like Yours, A (1997)",Comedy|Romance,3190,207
1633,Ulee's Gold (1997),Drama,3645,239
1635,"Ice Storm, The (1997)",Drama,1720,239
1636,Stag (1997),Action|Thriller,3283,92
1639,Chasing Amy (1997),Drama|Romance,673,252
1640,How to Be a Player (1997),Comedy,1671,176
1641,"Full Monty, The (1997)",Comedy,1324,176
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,1757,185
1643,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance,2354,252
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,1700,276
1645,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller,955,231
1646,Rocket Man (1997),Comedy,2952,176
1647,Playing God (1997),Crime|Thriller,2719,234
1648,"House of Yes, The (1997)",Comedy|Drama|Thriller,1663,189
1649,"Fast, Cheap & Out of Control (1997)",Documentary,1171,235
1650,Washington Square (1997),Drama,3735,239
1651,Telling Lies in America (1997),Drama,3442,239
1652,Year of the Horse (1997),Documentary,3862,235
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,1350,259
1654,FairyTale: A True Story (1997),Children's|Drama|Fantasy,1142,168
1655,Phantoms (1998),Horror,2689,274
1656,Swept from the Sea (1997),Romance,3397,290
1657,Wonderland (1997),Documentary,3842,235
1658,"Life Less Ordinary, A (1997)",Romance|Thriller,2012,291
1659,Hurricane Streets (1998),Drama,1688,239
1660,Eve's Bayou (1997),Drama,1103,239
1661,Switchback (1997),Thriller,3402,298
1662,Gang Related (1997),Crime,1342,216
1663,Stripes (1981),Comedy,3353,176
1664,Nénette et Boni (1996),Drama,2534,239
1665,Bean (1997),Comedy,322,176
1666,Hugo Pool (1997),Romance,1680,290
1667,Mad City (1997),Action|Drama,2129,64
1668,One Night Stand (1997),Drama,2575,239
1669,"Tango Lesson, The (1997)",Romance,3424,290
1670,Welcome To Sarajevo (1997),Drama|War,3751,262
1671,Deceiver (1997),Crime,921,216
1672,"Rainmaker, The (1997)",Drama,2850,239
1673,Boogie Nights (1997),Drama,490,239
1674,Witness (1985),Drama|Romance|Thriller,3830,254
1675,Incognito (1997),Crime|Thriller,1752,234
1676,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,3313,36
1677,Critical Care (1997),Comedy,824,176
1678,"Joy Luck Club, The (1993)",Drama,1850,239
1679,Chairman of the Board (1998),Comedy,661,176
1680,Sliding Doors (1998),Drama|Romance,3176,252
1681,Mortal Kombat: Annihilation (1997),Action|Adventure,2334,1
1682,"Truman Show, The (1998)",Drama,3606,239
1683,"Wings of the Dove, The (1997)",Drama|Romance|Thriller,3817,254
1684,Mrs. Dalloway (1997),Romance,2355,290
1685,"I Love You, I Love You Not (1996)",Romance,1704,290
1686,Red Corner (1997),Crime|Thriller,2878,234
1687,"Jackal, The (1997)",Action|Thriller,1807,92
1688,Anastasia (1997),Animation|Children's|Musical,160,152
1689,"Man Who Knew Too Little, The (1997)",Comedy|Mystery,2158,203
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,101,76
1692,Alien Escape (1995),Horror|Sci-Fi,99,278
1693,Amistad (1997),Drama,147,239
1694,"Apostle, The (1997)",Drama,199,239
1695,Artemisia (1997),Drama,216,239
1696,Bent (1997),Drama|War,359,262
1697,"Big Bang Theory, The (1994)",Crime,386,216
1698,"Boys, Les (1997)",Comedy,516,176
1699,"Butcher Boy, The (1998)",Drama,589,239
1701,Deconstructing Harry (1997),Comedy|Drama,924,185
1702,Flubber (1997),Children's|Comedy|Fantasy,1241,162
1703,For Richer or Poorer (1997),Comedy,1259,176
1704,Good Will Hunting (1997),Drama,1433,239
1705,Guy (1996),Drama,1496,239
1706,Harlem River Drive (1996),Drama,1537,239
1707,Home Alone 3 (1997),Children's|Comedy,1627,160
1708,Ill Gotten Gains (1997),Drama,1728,239
1709,Legal Deceit (1997),Thriller,1992,298
1710,Man of Her Dreams (1996),Drama,2168,239
1711,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,2270,179
1713,Mouse Hunt (1997),Children's|Comedy,2340,160
1714,Never Met Picasso (1996),Romance,2454,290
1715,Office Killer (1997),Thriller,2544,298
1716,"Other Voices, Other Rooms (1997)",Drama,2599,239
1717,Scream 2 (1997),Horror|Thriller,3050,280
1718,Stranger in the House (1997),Thriller,3344,298
1719,"Sweet Hereafter, The (1997)",Drama,3393,239
1720,Time Tracers (1995),Action|Adventure|Sci-Fi,3524,33
1721,Titanic (1997),Drama|Romance,3535,252
1722,Tomorrow Never Dies (1997),Action|Romance|Thriller,3555,84
1723,Twisted (1996),Comedy|Drama,3625,185
1724,Full Speed (1996),Drama,1325,239
1725,"Education of Little Tree, The (1997)",Drama,1064,239
1726,"Postman, The (1997)",Drama,2760,239
1727,"Horse Whisperer, The (1998)",Drama,1646,239
1728,"Winter Guest, The (1997)",Drama,3820,239
1729,Jackie Brown (1997),Crime|Drama,1808,217
1730,Kundun (1997),Drama,1940,239
1731,Mr. Magoo (1997),Comedy,2347,176
1732,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,398,182
1733,Afterglow (1997),Drama|Romance,70,252
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,2411,185
1735,Great Expectations (1998),Drama|Romance,1465,252
1738,Vermin (1998),Comedy,3690,176
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children's,21,41
1740,Men of Means (1998),Action|Drama,2246,64
1741,"Midaq Alley (Callejón de los milagros, El) (1995)",Drama,2265,239
1742,Caught Up (1998),Crime,644,216
1743,Arguing the World (1996),Documentary,206,235
1744,Firestorm (1998),Action|Adventure|Thriller,1210,37
1746,Senseless (1998),Comedy,3072,176
1747,Wag the Dog (1997),Comedy|Drama,3713,185
1748,Dark City (1998),Film-Noir|Sci-Fi|Thriller,880,272
1749,"Leading Man, The (1996)",Romance,1986,290
1750,Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi,3292,116
1752,Hard Rain (1998),Action|Thriller,1533,92
1753,Half Baked (1998),Comedy,1502,176
1754,Fallen (1998),Action|Mystery|Thriller,1147,81
1755,Shooting Fish (1997),Romance,3125,290
1756,"Prophecy II, The (1998)",Horror,2804,274
1757,Duoluo tianshi (1995),Drama,1040,239
1758,Dangerous Beauty (1998),Drama,873,239
1759,Four Days in September (1997),Drama,1275,239
1760,Spice World (1997),Comedy|Musical,3267,201
1762,Deep Rising (1998),Action|Horror|Sci-Fi,928,76
1764,Tainted (1998),Comedy|Thriller,3409,213
1765,"Letter From Death Row, A (1998)",Crime|Drama,2005,217
1767,Music From Another Room (1998),Drama|Romance,2384,252
1768,Mat' i syn (1997),Drama,2209,239
1769,"Replacement Killers, The (1998)",Action|Thriller,2900,92
1770,B. Monkey (1998),Romance|Thriller,249,291
1771,Night Flier (1997),Horror,2475,274
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,473,49
1773,Tokyo Fist (1995),Action|Drama,3547,64
1774,Mass Transit (1998),Comedy|Drama,2207,185
1776,Ride (1998),Drama,2928,239
1777,"Wedding Singer, The (1998)",Comedy|Romance,3748,207
1779,Sphere (1998),Adventure|Sci-Fi|Thriller,3266,139
1780,Ayn Rand: A Sense of Life (1997),Documentary,247,235
1781,"Further Gesture, A (1996)",Drama,1333,239
1782,Little City (1998),Comedy|Romance,2034,207
1783,Palmetto (1998),Film-Noir|Mystery|Thriller,2623,269
1784,As Good As It Gets (1997),Comedy|Drama,218,185
1785,King of New York (1990),Action|Crime,1921,56
1787,"Paralyzing Fear: The Story of Polio in America, A (1998)",Documentary,2634,235
1788,Men With Guns (1997),Action|Drama,2244,64
1789,"Sadness of Sex, The (1995)",Drama,3013,239
1791,Twilight (1998),Crime|Drama,3620,217
1792,U.S. Marshalls (1998),Action|Thriller,3642,92
1793,Welcome to Woop-Woop (1997),Comedy,3752,176
1794,Love and Death on Long Island (1997),Comedy|Drama,2103,185
1795,"Callejón de los milagros, El (1995)",Drama,603,239
1796,In God's Hands (1998),Action|Drama,1738,64
1797,Everest (1998),Documentary,1109,235
1798,Hush (1998),Thriller,1690,298
1799,Suicide Kings (1997),Crime|Drama,3367,217
1801,"Man in the Iron Mask, The (1998)",Action|Drama|Romance,2167,68
1804,"Newton Boys, The (1998)",Crime|Drama,2464,217
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,3805,221
1806,Paulie (1998),Adventure|Children's|Comedy,2653,107
1807,"Cool Dry Place, A (1998)",Drama,788,239
1809,Hana-bi (1997),Comedy|Crime|Drama,1516,178
1810,Primary Colors (1998),Drama,2779,239
1811,"Niagara, Niagara (1997)",Drama,2471,239
1812,Wide Awake (1998),Children's|Comedy|Drama,3797,161
1814,"Price Above Rubies, A (1998)",Drama,2774,239
1815,Eden (1997),Drama,1061,239
1816,Two Girls and a Guy (1997),Comedy|Drama,3632,185
1817,No Looking Back (1998),Comedy|Drama|Romance,2506,187
1819,Storefront Hitchcock (1997),Drama,3336,239
1820,"Proposition, The (1998)",Drama,2806,239
1821,"Object of My Affection, The (1998)",Comedy|Romance,2536,207
1822,Meet the Deedles (1998),Children's|Comedy,2238,160
1824,Homegrown (1998),Comedy|Thriller,1631,213
1825,"Player's Club, The (1998)",Action|Drama,2717,64
1826,Barney's Great Adventure (1998),Adventure|Children's,299,106
1827,"Big One, The (1997)",Comedy|Documentary,401,184
1829,Chinese Box (1997),Drama|Romance,691,252
1830,Follow the Bitch (1998),Comedy,1250,176
1831,Lost in Space (1998),Action|Sci-Fi|Thriller,2086,87
1832,Heaven's Burning (1997),Action|Drama,1567,64
1833,Mercury Rising (1998),Action|Drama|Thriller,2249,71
1834,"Spanish Prisoner, The (1997)",Drama|Thriller,3253,260
1835,City of Angels (1998),Romance,715,290
1836,"Last Days of Disco, The (1998)",Drama,1960,239
1837,"Odd Couple II, The (1998)",Comedy,2538,176
1839,My Giant (1998),Comedy,2405,176
1840,He Got Game (1998),Drama,1551,239
1841,"Gingerbread Man, The (1998)",Drama|Thriller,1385,260
1842,Illtown (1996),Crime|Drama,1729,217
1843,Slappy and the Stinkers (1998),Children's|Comedy,3164,160
1844,Live Flesh (1997),Drama,2048,239
1845,Zero Effect (1998),Comedy|Thriller,3878,213
1846,Nil By Mouth (1997),Drama,2497,239
1847,Ratchet (1996),Drama|Thriller,2861,260
1848,"Borrowers, The (1997)",Adventure|Children's|Comedy|Fantasy,499,108
1849,Prince Valiant (1997),Adventure,2780,96
1850,"I Love You, Don't Touch Me! (1998)",Drama|Romance,1703,252
1851,Leather Jacket Love Story (1997),Drama|Romance,1988,252
1852,Love Walked In (1998),Drama|Thriller,2100,260
1853,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy,91,176
1854,Kissing a Fool (1998),Comedy|Romance,1928,207
1855,Krippendorf's Tribe (1998),Comedy,1936,176
1856,Kurt & Courtney (1998),Documentary|Musical,1941,237
1857,"Real Blonde, The (1997)",Comedy,2871,176
1858,Mr. Nice Guy (1997),Action|Comedy,2349,43
1859,Taste of Cherry (1997),Drama,3434,239
1860,Character (Karakter) (1997),Drama,666,239
1861,Junk Mail (1997),Comedy|Thriller,1865,213
1862,Species II (1998),Horror|Sci-Fi,3261,278
1863,Major League: Back to the Minors (1998),Comedy,2146,176
1864,Sour Grapes (1998),Comedy,3244,176
1865,Wild Man Blues (1998),Documentary,3803,235
1866,"Big Hit, The (1998)",Action|Comedy,396,43
1867,Tarzan and the Lost City (1998),Action|Adventure,3431,1
1868,"Truce, The (1996)",Drama|War,3600,262
1869,Black Dog (1998),Action|Thriller,423,92
1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama,870,185
1871,"Friend of the Deceased, A (1997)",Comedy|Drama,1310,185
